spotify_id,community,artist,popularity,followers,genre
0JwLuFNpj31rISXtPAuA6M,33,Kashin,32,2237.0,Unknown
6cAK8kgsIkdFihd50X6nCK,112,Mia Lee,0,8.0,Unknown
4svp08yFN6IGlkBJlEhT4Z,7,Denise Gutiérrez,45,11264.0,Unknown
1xbu7UyVdZxwIiNfLcUKqn,146,Paul Cherry,39,32900.0,bedroom pop
1ZTc750WOQqMYAZkmGnW9v,171,El Pelon SR,0,16.0,Unknown
5e58f9xyXDSRsrGfWpXrni,25,Six John,2,4.0,Unknown
0kiisaxpTLv4c9MdeKgNL6,25,Fred Armisen,24,1126.0,Unknown
1dePGL3jffDsk8r1jgGSVB,5,Dorian Oswin,3,4.0,Unknown
3Wda211uQlgobdoSJ7i8SW,26,Weish,5,371.0,Unknown
3KAComNreQ7sk3jSnS4azV,21,Dj Rogerinho do Querô,4,1.0,Unknown
6xvtA07tqwmGQlIHDhGmvz,25,"Bryan ""Chuck"" New",17,26.0,Unknown
1j95lMtVC9QwnVbifoVy60,15,Upgrade (UK),40,12061.0,bass house
2rfE6GtwsAIxpj8kjcTURT,7,Carlota Canepa,0,3.0,Unknown
3CCNkfSibkHmOHUN4ikMAI,21,Felipe Ferraz,26,23933.0,sertanejo pop
34wBAD2zSdlVJI64dXZSTY,42,Hej Kalle,15,186.0,Unknown
2EcaaZGi46jcHVReKZNYxt,42,Janne Formoe,28,387.0,barnemusikk
7jhtgtSuwKCKFkb9XIUz6j,69,Xmies,12,368.0,finnish trap
4UxLFBvSr4xMDpHe1lrLrH,15,Ross Lynch,63,881171.0,hollywood
7CH26KSEQQ4m1Ey4Sku9wr,18,Nathan,28,138.0,Unknown
391ufVT7AtSqUGOjHvxhCs,17,Onur Uğur,17,2525.0,Unknown
6jsiQrtRXrpBvTMQQde8YO,13,Adam Powers,2,30.0,Unknown
6eGGxocFODBOYLJiSwS7g5,8,Árni Thorsteinsson,3,9.0,Unknown
5QzyBNs4CoCpaDW2UJ1PSy,34,Kritis,3,10.0,Unknown
5Js8zUcr9OCEyoWjw3joxY,15,U137,36,22607.0,compositional ambient
10zquf6tsjuWiLRh7KTZx0,8,Johannes Kaleschke,16,48.0,Unknown
20lmN93GW7sOFeqFMZJR5N,15,Movers & Shakers,5,50.0,Unknown
2ikl2m7BATuFm44VMPLeaE,51,Szikora Róbert,39,412.0,Unknown
1QURUQjhi5b4mntALhEhoQ,3,Colleen D'agostino,37,7278.0,Unknown
1LopRMLE0MdQ7uZJ10QGWZ,34,Rebetiko,0,48.0,Unknown
7nC9Qq3c3RisY9vYcwItzT,7,Real Unidad,35,198.0,Unknown
5k54cIuHiryFlW07wID3AM,42,Ola G. Furuseth,12,3.0,Unknown
0dxYsrJebx92yDX7hQrup5,7,Tory Dru,5,103.0,Unknown
2nvb7E4RLPQVXoUPRaHLuJ,40,TpZee,38,821.0,Unknown
7dG0oG7NmmndPNaORvzwj9,8,Vienna State Opera Chorus,41,4193.0,austrian choir
0JbwTUgJ07Z8XfS3uYbVIe,7,Ozzil,13,120.0,Unknown
4myAXQmMuS1lZe8T6Y7eBg,7,Yomo,56,860822.0,latin hip hop
1wU6TN32cywMbwWcv2XHcR,15,Babossa,4,29.0,Unknown
6V6ulqAMeHxjNbqn8eCa31,69,KAIP,29,449.0,finnish pop
6EXsVQLGXBvn2XQ9CRaNXr,21,Vitinho ZN,0,0.0,Unknown
2AJOnJc6BSB4XjfbF0PtvN,27,Chicser,29,77.0,Unknown
6Hoz1w3yy2og8Bm4S2etfU,4,Hube,13,176.0,Unknown
7wLtB7m9vOEkoEo3WqZZcx,15,The DEY,42,1699.0,Unknown
54GC4MRHqv4g8o3F5n9vcU,100,Big No Love,1,26.0,Unknown
2ss7MPaobxY1cI0TflzPMH,57,Jerome,18,132.0,Unknown
3pa1t3NwCBEVQmXjSeEu8b,15,G.I.-JOE,21,544.0,Unknown
7MJ1pB5d6Vjmzep2zQlorn,8,Benjamin Britten,48,40071.0,british modern classical
6APm8EjxOHSYM5B4i3vT3q,25,MercyMe,61,1509071.0,ccm
0lPtnE0VbkjwameC1T0MBF,91,Miranda Diaz,15,352.0,Unknown
24y0Ntd9EKVLSOAx1eXFsh,25,Ai Fujimori,15,91.0,Unknown
0L78RRr0tw5dESj3mOrBs1,33,Slick Neo,0,0.0,Unknown
7yojpucBBWB53S8WuWQVz8,53,Trīs Latvijas Tenori,1,3.0,Unknown
2q8305j8iKRCQr7Tn6woin,35,Thanh Bui,43,10678.0,v-pop
7mZYTV6yPUvtbxZcH0OK3v,32,LaRose,34,2746.0,trap antillais
3NmynR9NdyZmTME8crlzmm,27,Manila String Machine,1,10.0,Unknown
3SYCuA9OEaTpIfZyIyC9nk,21,MC 27,11,827.0,funk consciente
6OMAZu0PYOsl3kONOQV9Zk,57,Basstrologe,51,9859.0,Unknown
57weAzpeaELcDcAuqngdDo,26,VILLSHANA,49,5243.0,japanese chill rap
1oxqdAQ96XPo1bAS8S9xDX,32,Laurent Lamarca,19,3407.0,nouvelle chanson francaise
50oArTJdGhjUYIcUFrAe7d,49,The Geekmen,0,28.0,Unknown
3wqxbey8yUPUeZGrMqnmPO,40,Zakes_D,4,1.0,Unknown
6ZMnVw88DtjMmoBC1b06Wh,162,Rapper Tery,34,9228.0,thai hip hop
7nX9rrmXIm4MtQNgt3moE3,57,MC Hughie Babe,13,57.0,Unknown
2SJwRjwCSwwoMLrZxqlayM,8,高田三郎,0,9.0,Unknown
6MltEGolTYNq7XI3jT25pT,18,Denta Beats,12,284.0,Unknown
3EtvOXJzARhHbGc1nSazZr,15,Mat Kearney (as Frankie Presto),1,20.0,Unknown
290xhTLa7SsAuTHSuxzZ9e,7,Ruff Society,1,0.0,Unknown
67dCznrSr58SSSjb37IwuU,27,Eizy,0,0.0,Unknown
2Dnl3zSlmEnQKW5bsqfROS,4,Ugo Crepa,25,1287.0,r&b italiano
2c6lGDjkOP3A9RsFP4DVrz,21,icedmob,50,24185.0,plug brasileiro
3pgB7XxnJc68c7AsDL23DW,39,Cavale,27,3702.0,Unknown
6F68ZzKzG9C0PqMbcykiWk,25,DJ EMMA,3,550.0,Unknown
4MVIG9EnWGBnis1yg8CTLX,15,Prototype,0,38.0,Unknown
5YIN2UzNCv15gGFxT2vFza,15,Drizzy Juliano,20,2978.0,brooklyn drill
7ja2GUR0PKJ5ZKPcGf9YYT,7,Anando,13,226.0,Unknown
3kgZhXstMUPfJvZodpGCcV,5,Coleroque MC,0,0.0,Unknown
7F0SYkO9wyNY0aJFD2C1bD,38,Ravi G,56,686.0,Unknown
4BUQOcuDUl9XZSlvTsMbuE,40,Dr Duda,24,3993.0,south african house
4q1trdchcqhbQ1FG5IS3zc,7,DJ Wilor,10,15.0,Unknown
1Z3HvW1V35gdsbhY20SMoU,100,The Jacka,45,145277.0,cali rap
4ttz9uUYOmvkxjRf4gWAoI,41,SDA,5,189.0,Unknown
1zVXmRC7dZ1fgJ69naTbCV,70,selfserviceonly,34,527.0,Unknown
1qgm9fSb4hCM7fi4qRXyPM,5,Grotesque,19,2041.0,swedish death metal
5cPjVgVkq9s6p2eaVToOu3,37,Mido Etahadawy,1,0.0,Unknown
6y80I9YZi4DOpbaSUlL725,15,Shlohmo,48,235410.0,downtempo
1NpZ3gt102w9CbxelCqPej,68,Thiago La Voz,0,12.0,Unknown
7l8LMVrMlxLTMNE3O0Onwm,8,Jussi Makkonen,0,124.0,Unknown
380ktGReK7XJF04mbUSipx,18,Saber,10,242.0,rif
63ABxOlrjbAl6OTNncjBBn,15,Inagwa,6,22.0,Unknown
6SfHsV7SvSyS2SB2cWcpk5,32,Kidd Keo,1,261.0,Unknown
7iIHct0R41tY17bROwjv8g,33,Matt Klass,2,116.0,Unknown
4Av153gPSZNN4wXbc8S6Kn,69,Miriam,0,1.0,Unknown
7BCnOu3prpQ0PpUoHVH7Ah,38,Ishaan Kulkarni,39,231.0,Unknown
3t1c4Vebf8gcuN3EHaJSA9,69,Honestly,3,303.0,Unknown
28Gd9CJjzrY1IRvGDHB3Wz,165,D'prince,1,5.0,Unknown
0Ebf8UNg0NtKOqxzq6RiUO,51,Geszti,11,512.0,Unknown
2BvKvclIR1vJvrrQtnc14W,70,Broken,36,1374.0,Unknown
7FvthtZcvLIy4xS6cQHmuk,32,TFK,8,12.0,Unknown
3ksH1wMPuDUEATG816EBU3,8,Julius Pfeifer,4,2.0,Unknown
1ZkTPf7eOB3gJhlDpNPJ3D,69,Kari Väänänen,1,21.0,Unknown
460FUClGdo2rgavp0nJFUb,57,Biobeats,0,4.0,Unknown
6f61fULQ0BTmuBhCIyN1sF,29,Mger,3,29.0,Unknown
5I0593TTVPzkanWW8xsTns,15,Lunice,41,29404.0,electronic trap
2NzUzwt4ifD9PJLAYF0sTN,15,Tay Beckham,26,520.0,Unknown
3Q4vUSwEp9P7ussNXBpHbZ,30,Hakan Taşıyan,43,151875.0,arabesk
06KZMlsK5ENT1TRMRCddAX,21,Lud Mazzucatti,1,1.0,Unknown
0YWKYHR1rKdnPRlYvisCqo,21,Reid,55,28610.0,trap baiano
3asnx5wPmRa7wGeD7NXJcO,30,TripL,31,10174.0,big room
6CpNuq0rsIj6Il313E6lKL,32,Kimberose,52,54874.0,nouvelle chanson francaise
0dQhGjRJtiWiTAQqW1RGJ6,21,Taby,22,185132.0,pop teen brasileiro
4txxnm9n7BbkE5Srh1hvhb,101,Bony Fly,13,340.0,swiss reggae
53gwcym4D3eVOtNxqTlJTa,15,Lisa,18,998.0,Unknown
7pBsLYrKwaLsDIezadNyQ3,33,Tricky Nicki,38,6139.0,ukrainian hip hop
4bMNzAopkqYTwkBLwMKsF1,15,Childish Major,48,103514.0,trap soul
5THJGntrRQhRLyAZIyTq2p,35,Phạm Việt Thắng,5,10.0,Unknown
1H0wiWSE0ZnMTYuNZXMP75,11,Annika Gerhards,4,33.0,Unknown
5tymXFpCn4pwrY1o5tINAi,5,Asher,10,265.0,Unknown
3eIe9FXajf0llzCKuC4mOq,17,Savai,35,1973.0,turkish hip hop
7pIgvYK2RfuYxPfIQg8Ttd,57,Robbie Dox,2,100.0,Unknown
16YFKigKE0FlqWbWieXfyZ,162,วินัย พันธุรักษ์,10,34.0,Unknown
3f4nC1CZ1OBwqgVy8zSwmu,4,Mameli,38,34073.0,italian indie pop
4H9leF7WM3TqlPloe8Lavn,57,Le Shuuk & Croaky,7,225.0,Unknown
7bPplWv4cZ1q26UY2Wmcvw,26,DPR CREAM,45,72421.0,korean r&b
3Edve4VIATi0OZngclQlkN,15,Dopamine,65,3101.0,Unknown
1CaP9UeUvBtkvYvZzzcspL,15,The Clipse,2,1472.0,Unknown
0AvlagPWq6pYMIDPKTLSsu,2,DJ Mr. Mixx,0,0.0,Unknown
3wIVDOnIetvPIH2gWoSpxZ,30,ברי בראון,0,1.0,Unknown
5RMUeKq0dZxg9RHE1f0B9P,15,Tm88,46,82369.0,atl trap
5f4G8PFP1bzlwjD80Jw9Df,38,Alok Merwin,0,2.0,Unknown
1HfV2SAaZa7CbK2hyoAqLA,7,Cristian Criss,9,0.0,Unknown
7Kyt96a5mwAR4OtDAlI1lO,70,Matthias The Dread,3,36.0,Unknown
0OMqf0JLa2450TbhHRXD8M,7,MyVerse,6,867.0,Unknown
75NWQjmkTbkvAgCLKb5eQb,8,Billy Kudjoe Todzo,0,5.0,Unknown
1hGJNACUxxr1vMX3HLimGP,15,"Allen Gordon, Jr. aka ""ALLSTAR""",39,114.0,Unknown
6Y1ZQUVb0a0C4AXco7zHm8,15,Norda,46,1207.0,Unknown
1wYPhZg9lFjhOWiCXd9023,25,Bob Thiele,15,305.0,Unknown
1HQcOaGJzpSkk6xfQWv9Jn,4,Rivaz,31,853.0,Unknown
3RBLdsnbj7amWSAM1p89Sj,15,Rotimi,12,42.0,Unknown
46aJHc5ahjcNZfiS44i1zo,7,Sexappeal,32,33317.0,dominican pop
6wy9TIk4JLqRIr0NJUdj5R,30,נויה שמחי,0,0.0,Unknown
67vBB5vAKwEW9YZUgU8YRx,15,Abigail Wyles,28,967.0,Unknown
1daKFuSeAY4GmRstqOTYeb,40,Wesley Cheia,0,2.0,Unknown
0xmIFJWkmHOt07q4dT3Zhw,38,Bunny,23,2.0,Unknown
0ZHnZxnIruZaaZBsR5eaIU,38,Siddharth Sharma,21,32.0,Unknown
1BZ5smaHoDSI2a61ErUch6,64,fkbambam,57,20023.0,aesthetic rap
5MlYwzIBfYGOboVOo0fwny,69,Tiia Karoliina,5,257.0,Unknown
0cViiSPEIm0LExARK7MG64,40,Tribal Soul,11,111.0,Unknown
2Asr5Otk5aKK272pK4ocG2,32,Jeanette,58,335013.0,latin pop
7vaj5cQvg06YNTvaQP2Kla,4,JoyCut,20,1787.0,Unknown
7ek9XmI7Y1RF2BSD4iF07X,21,DJ Alemão Dos Fluxos,1,1.0,Unknown
2EpdHpmTKzN3AhqAByP6pt,15,Tight Road Baby,32,347.0,Unknown
30RR4Uiy9EYzSpayWwyBj8,15,SHARPS,31,4574.0,Unknown
2j0JudYogYWfC8iTQN95Mi,38,DJ Dackton,10,13.0,Unknown
4TZBoRGUpsHYhAmnQt5KeV,8,Guðni Franzson,25,26.0,Unknown
0J52EvrEFMKDo9sek98dNR,27,Danial Zaini,20,1677.0,Unknown
6QQang0hfuU52p2fD0EWVu,8,Anna-Liisa Eller,18,38.0,estonian folk
2qKvCdVRj67ECd7vGrjFJK,21,Ricardus,31,1087.0,Unknown
1UHFZDYF3jEnqIMq9NKBaO,17,Sarkhan,17,9.0,Unknown
5oRfVhGIcOUi4v8cxcyooJ,33,Александра Шерлинг,0,0.0,Unknown
5Tyc7ZaPnm2LQ0hX2TwUTi,37,Alaa Borhan,0,0.0,Unknown
02RsyftEV4gI3DNR1YNSUX,40,Franck Rodger,1,1.0,Unknown
722HfI5cR5SpFQouvjQdkF,26,伊澤一葉,5,230.0,Unknown
2EjNbMVIuDOirwJCTzO2VE,34,Marcus Englof,0,1.0,Unknown
0PKPaP7lJzEJCyIonB9ECk,48,Ellis Hall,24,1096.0,Unknown
4gI7F56dR6m2slYAMibRoa,8,Petri Sakari,16,51.0,Unknown
1XOCjhHRAcUejG6Mkm4RFQ,15,Val Young,29,1090.0,Unknown
2Y4ohL1lkOM3IABqtkZpvq,15,Tom Young,20,212.0,Unknown
3oEJM6BrpycUL5L8J5YXL5,38,Dilip Sen- Sameer Sen,31,1376.0,Unknown
6wnuWfYzKjGuslxeUwgcUy,49,Grupo Água,5,415.0,Unknown
0SgQheQ7z0iUgUUFWfpinL,5,CryDuom,1,1.0,Unknown
5B6a4tvHuhbxL5sNHRbbKH,21,Moonphazes,27,1445.0,Unknown
7JsyzZsFjaF86UX1CAAFio,21,Luis Kiari,34,6293.0,nova mpb
1jZcV53Si8FiVCzMMJ2gss,18,Willem Laseroms,16,20.0,Unknown
4HfP9aAy6Z2XGuNIxrIfxG,69,Orkestra Suora Lähetys,14,96.0,Unknown
0XfNkLQ7r0wdV4oSM30ARm,32,Hamid Elkassri,20,74.0,Unknown
0rYZrxskLa6Oac5l8Z3qP1,35,Nhật Tinh Anh,0,18.0,Unknown
4hOZciYBsbSwUvUIsIks05,100,Sir Drop,0,2.0,Unknown
2QcSdfYXL7qsBauKQX6atW,112,"Martin, Giles",0,1.0,Unknown
3OOojNFDlThXjpGkztq9gT,32,Toma,31,6256.0,Unknown
61hjc9nUbsGQtNACUNl93M,57,DJ Igor Blaska,15,102.0,Unknown
6kjA0lb0oTMcurqpa3ayS5,4,HiFi Blueprint,9,4.0,Unknown
35IirDazDG1F56YJdGjqKW,15,Tran Anh,0,1.0,Unknown
7h7Aq2j0zfjPdD5os3zjVD,26,Fake-ID aka Frame,0,0.0,Unknown
110Vox9A4PtwwSAFhsQZ3d,7,Kj,2,11.0,Unknown
27P3udjS2z0P9C1PxnKERB,3,Kav Molavi,1,5.0,Unknown
2S1PWH5qsCefFtECfRKfqZ,7,Antuan,23,613.0,Unknown
4BwtwjgLPNQrH1cfKpv79l,53,Indikaa,0,28.0,Unknown
3Cy88RDY3Lp5oYsdD0Yumq,25,Roy Babbington,1,27.0,Unknown
6iYnQxulrtkI5HSqW6boi2,21,VYNI,7,317.0,Unknown
1rHLf5OwIQWxToS6Q4Kx1V,25,"The Cast of RuPaul's Drag Race, Season 14",40,1243.0,strut
2O6rfsAZeMm2x4jxOjrG4V,69,Matti Salminen,27,1891.0,classical bass
5YV82XN4MOYX7tPLacKttP,165,Aphtanan,24,10.0,Unknown
4ChtTBF8lU2YYsuoTrquYn,15,"Saturday, Monday",19,2837.0,Unknown
0keWU3po5b1pafOrtULkaU,8,Claude De Metrius,6,0.0,Unknown
2MlvBVInLbZeQn081VG6Vm,40,Votron,2,24.0,Unknown
7fKekOAFKfXmr0w427ZMku,42,Arne Hurlen,33,725.0,Unknown
1WNAUXeF9HH2qZLPrh3QTX,15,Bricc Baby Shitro,18,354.0,Unknown
1TvX4nZvnOB8LhQ2tgWAqN,15,Rob Roy,10,1053.0,Unknown
517NByhwSiSisC8rQZlcIv,30,אופק אדנק,34,12326.0,israeli hip hop
5MJwYM3Vhag5bidEzROpK7,8,Gerhard Stempnik,12,41.0,Unknown
3Q6dDhCqxUzC8PoW911RFr,5,Manda,1,18.0,melodipop
4t1rTpSZ6cdHdg6Z7aDgn5,7,B-RASTER,8,4.0,Unknown
26JloX1vHxGGrGUVeMItFJ,29,iamjakehill,69,467759.0,dark trap
6GHubYRTKfo32eYt7GqMIq,26,송백경,0,1.0,Unknown
4Z99ysbztLlZqmYK3urV7w,15,Paige,46,32084.0,Unknown
4p5nfOTtopRIoElVn4N9h0,69,Studio Red Roots,0,5.0,Unknown
2orC1t4J80YDSFYtZ7DIPI,31,Manco the Sound,46,8419.0,guaracha
0994Up3Ob4zUFm3OFOWpzJ,112,CARRTOONS,49,23919.0,indie r&b
74uOq6NiiJExyNseJH1P2n,8,Lisa Ostergren,6,11.0,Unknown
1Y2TujuCl2jLHQGlbevTip,17,Valeron,43,25357.0,ethnotronica
6oNB0Y03kHXK8VFgBkocrf,34,Jeremy Reyes,0,8.0,Unknown
4lzzcddgX9uA1wClALOnVm,27,Ezra Kunze,13,182.0,Unknown
47Fhxm5RulvFyTYRIAHJLP,39,Blake Strauss,3,2.0,Unknown
7dI7ogjAvAfHvQQiVNtLyA,15,Mallow,2,102.0,Unknown
7LROa825BjR9H7e3EPJCOs,68,"Gonzalo ""El Cocha"" Molina",9,13.0,Unknown
5vguURoeRh7i7BZrEKUXqV,5,Zyqs,0,0.0,Unknown
6o8riiHNR1UlrfhpALtvJf,29,Ruben Gausel Torkelsen,0,273.0,Unknown
55Z9r0uhRxvyQz9qWL1Vsn,162,1st,32,110.0,Unknown
050slwwLykoiAcl0WFHWuZ,8,Derek Wadsworth,13,114.0,Unknown
6EQC7F45bfXLzYVksBKFDG,17,Batuhan Karaman,10,2.0,Unknown
0js3wKXyi7RL11sfOykRt1,26,dj friz,41,2393.0,k-pop
6K9Ar4u5nDIimPIorMh5ZO,13,CTK,10,42.0,Unknown
2TjPLkHf9GHzZr5P8vqtEN,47,Trey Stellar,30,67.0,Unknown
36QdWK7j3cN0UIPyrB6TIz,57,Starsplash,39,22408.0,bubble trance
5HEMP9Kv9JFADgKMHLgt26,101,Daniel Chrisman,0,0.0,Unknown
4xM9fTjSkhiJ5Du8xpUQms,21,MC MV de Osasco,0,0.0,Unknown
7g3pqxtRhoYnMYX328rWdB,15,Violet Oversoul,0,1.0,Unknown
7J2YL38BFK6fxvA6p6NNfx,7,La Chilinga,39,3397.0,Unknown
22NJmkhKR4Yy7Fq0rc5TWz,53,Vincent Moretto,36,3370.0,Unknown
3g9dRL1GOFZv9JMJ1WALzW,57,Raf,7,470.0,Unknown
1wSUXs23xNGlTvbCNrhNSz,15,Audion,24,104.0,Unknown
7g5ywTNboidtPjVRrvGkCa,7,Monster,34,283.0,Unknown
47G89Hox4bLmJSGY3856Zg,5,Razar Dalvyn,0,0.0,Unknown
2oY89hkkdxJqfOqZGOvS7u,3,Chey Milne,20,4.0,Unknown
2LZzITmKIrSYWv6gDpKPVw,38,Gurinder Rai,14,499.0,Unknown
5n57zGiEPBGE6RlsCg9kue,7,Chapa La Voz Del Patio,33,8865.0,trap dominicano
04srrnrNFpnwTABOkTc0w7,182,CSB06,34,246.0,turkce drill
2zrGQm2BrSbqQ3qCztPtke,7,Fer Pereyra,25,18.0,Unknown
1QmaPvApssw6VkdOq7AP50,40,Spura,27,347.0,Unknown
1ny2MMRT3DmrpmaTDU1Kz5,21,MC Bragança,3,1.0,Unknown
1FFb5BGFpdXG8j4OrJ8kR9,38,Krma,0,0.0,Unknown
50tslRnDGmgFAunXL9q10K,15,Erire,8,29.0,Unknown
3eDb0maz2nM27URKlNyaK3,27,King Ngongi,1,3.0,Unknown
72JhnqgKxgiNSqhuZV998C,51,Gabriel B,12,53.0,hungarian edm
56waeYtadKgeQSZiVZYajP,27,Havis Della MC,9,28.0,Unknown
5ANfVOCkQw3Hm5wpem6EmY,70,Resul Barini,7,8.0,Unknown
4XyWI7ndw8mC2S80GO00r8,7,SEIN,6,22.0,Unknown
5h4q1RQZ3TrsU4fImHo11r,21,VANDAL,33,13336.0,brazilian hip hop
4Ky5AcbklkXDVU6gdDnJBk,7,Hector Luis,3,4.0,Unknown
0lEssBAxQl2In4RpaB1C2Y,15,Talib Kweli,55,536380.0,alternative hip hop
1smczP1QDorQcyiGA69tF6,15,Softest Hard,43,7536.0,vapor soul
2AfeFsIngYlf1nHSgD4FXv,39,Lasse Meling,13,1061.0,Unknown
6DKJX322RvZsWhz0Xn2myz,35,Mai Thien Van,32,15298.0,vietnamese bolero
5p34uxRUyi1P9PmZ7NVCI0,15,Sideways,2,0.0,Unknown
5wEOL6cXfq6swSXH9KgYy4,70,Alex Prince,34,244.0,Unknown
0L921lGxWEpNId5sF8rBbl,68,Margarita,42,1162.0,Unknown
5LSFgywU53q3zEosjmdbLz,64,barlas,0,0.0,Unknown
4YSJNdBmkpqn879C8OATe4,35,KN,0,25.0,Unknown
3Kml6GsFtC3qYpQJLOlt1P,7,Leonardo Paniagua,33,63385.0,bachata
6tnpK9uORW1d2bavlxO7w1,101,Natan El Poeta,33,8.0,Unknown
0xe5VGTguHmr56kk0FF66A,7,Josue Alaniz,47,25714.0,indie triste
4gBQ6BSVo4NDxXohKHEQHY,29,Alltair,48,974.0,Unknown
0rC9usSqKXHNjWQO2RmGLB,15,Rich Kid Shawty,5,289.0,atl trap
5jwEWC3T1z7tbTWdnRjQRu,7,Jesus Retro,1,13.0,Unknown
3AKEETcbRYtfGanQZjJ48F,48,Martina DaSilva,35,3249.0,Unknown
4vvCzgK1ipPv6BXgo6TLzF,38,Akshaya Arun,13,67.0,Unknown
1jtuCB1QvOAOiyXxqxBeOz,38,Manjari,46,297777.0,filmi
6NxXHjmu44lrhxiQoMxKIc,34,Locomondo,39,49318.0,greek swing
70voqwBevpJTrVCLt3gE0T,100,Ashten Ray,25,3795.0,Unknown
6nhbYvnZfjS4KpuO0ZoZYD,15,DC,48,25989.0,chill drill
5WKv8DLIGTPZP1QRaY6Uau,8,Musica Ficta,23,269.0,choral
6yy5JkVOZMEqtz8GCsJtaK,15,Daewun,0,37.0,Unknown
4k627hEbXY5VND0b8zxZfT,162,AES,6,3.0,Unknown
2080CxklQhhx6xb2LTWObc,42,Dj dong,2,18.0,Unknown
7nzgBxjw2Co88MGWjMnl4c,32,Raccoon,31,1761.0,hip hop quebecois
6bPTlJNfvtNETznKpYh8vc,162,BIG CALO,2,0.0,Unknown
4bMfmLZkYQgbINq90VPS1X,49,Mattway,15,668.0,Unknown
1S7jb3OFsybL8i31XrTyoj,42,Christoffer Hiding,0,0.0,Unknown
7eJoQQ5fLHUEDGjcL4gWMW,7,Mr Reo,5,176.0,Unknown
3JdddCnXVYxlbslNCzHBLf,37,احمد العالمي,1,4.0,Unknown
6QX3H3e8PimrAhRQNBflnC,7,Tapia,3,466.0,Unknown
36xnRVEX6u047D0Symb7rd,35,Cloudy,16,47.0,Unknown
2HwFMGTJmHtRp6g71wxmml,41,Yaya Rebel,1,0.0,Unknown
3g7RXkdtiVxVxxlWx0U1FL,18,Bob Savenberg,13,97.0,Unknown
7KEk6kxe9YqyuVg9QeMVNQ,21,BR DA TIJUCA,47,8321.0,funk carioca
6iXlk59DNP0FJWQPpUP4zo,26,JMIN,41,31415.0,asian american hip hop
4UnuRrOIG71eaNzJJGn6Wd,16,David Ling at Conrad Studio,0,1.0,Unknown
40wyS6jSrnAlcl9xBbCVnA,70,Malin Brown,31,274.0,Unknown
79id1T7fmhtFFooD8F4lZm,15,Malisha Bleau,32,298.0,Unknown
07jJQhIBd8ZqVUdgiwPqdQ,15,Alias,41,6325.0,Unknown
5IDR3ohl3BpJP3fzsLqIZg,4,Canzoni Da Stadiofabri Fibra,2,25.0,Unknown
5nwOaI7gk63VdrqdRh64OH,70,Jamie Lane,0,0.0,Unknown
3wprrvR46pjeJbZoninlrX,8,Trad. Arr. Klaas Jan Mulder,3,16.0,Unknown
3pt2vTpH1eI776oDZT1G2C,15,Fatum,44,15473.0,edm
2AxqXIJdEsvP3jWxSYLPqo,15,Band Gang Paid Will,34,24454.0,detroit trap
35vgybFbm6eWbWSTlhwasV,38,Kasturi Nath Singh,0,8.0,Unknown
30h4uITV64BWWtX7kzb4Z7,15,Slime,5,880.0,Unknown
4ccz1Y2gwTCDpySI3m8b0s,5,Dandeej,0,0.0,Unknown
2IatnllKmIyhm2n4maIk1F,15,Ido Dankner,7,947.0,Unknown
3xposCPnZVZoNUFweNpNgL,15,DJ Endorphin,4,5.0,Unknown
1x0TZX77t7FYgyx7ORCWzM,33,MC Roby Rob,25,43.0,Unknown
0rGjuzO5K4EQuPPjbRi1t2,30,Ohad Ben Avi,2,27.0,Unknown
2mtBKkRuOZ5lDivdpgiQ8i,7,Papi Fasti,15,304.0,Unknown
283OBjzvgUpLs0ZOEEeaE0,26,Twigy,18,5681.0,Unknown
6873zBoDAumtguRl7h0It3,39,Polygrams,5,93.0,Unknown
0gDrEtUaZkv4vOhMdojwkM,112,Yann Gaudeuille,21,106.0,Unknown
1N9xYUOkqRnzQIlRLelvgP,69,envittutiiaofficial,11,3.0,Unknown
1Krc0nqZiWJ5SwngwZrbZm,21,Beatman,30,1397.0,Unknown
5jqUKWt4bZ92tx05YkDyou,17,Eskitilmiş Yaz,46,59744.0,turkish alternative rock
5712pPX1AJQjhsHogRpXLc,70,MODEE,23,12.0,Unknown
6dEkRhvdd49JExM8Unpyxl,32,Elise Oudin-Gilles,3,23.0,Unknown
2nGYiS8j6qvzqlf0aNxbHi,39,JVMIE,27,542.0,Unknown
1r5UdErSHfeAyNye00BF05,15,Tony Neal,0,0.0,Unknown
5GHjdJpIDE7Df9lJSpvmds,15,Hi Life ,19,785.0,australian electropop
5VvRnGk2Zb8t2v3OY6GEdr,101,Raine Wilder,12,195.0,Unknown
3ir2pF2mkiEWqyPenKTh5e,48,Indigo De Souza,53,84950.0,art pop
5RRpftRxDNxlmo5lSn5UCg,49,Samuel Uria,30,26780.0,musica portuguesa contemporanea
75PchiXilnSjUH93hWBWRw,53,Alanas Chosnau,15,313.0,Unknown
6xL77g3YpQyGX3TNQKTQXZ,32,Chaba Zahouaria,0,4.0,Unknown
7bgpWJoY21A4n8SU2ZuxiX,34,George Perin,10,6.0,Unknown
3pcGjcfEW3YD2Hfk6tDR5S,15,Ashworth,52,7582.0,la pop
0BPE9mlrtLc5bivuvrr0j7,21,Medrado,16,18046.0,Unknown
5dDy4i0BCQjTv6Fqsf90Un,8,Sigurður Þórarinsson,0,5.0,Unknown
4lIWA1xMQ8GK7XqXMorvA8,7,La Musa RD,0,15.0,Unknown
